seed,rate,policy,dataset_size,benchmark,cache0_hits,cache0_misses,cache0_writebacks,cache0_ID,cache1_hits,cache1_misses,cache1_writebacks,cache1_expired_leases,cache1_multi_expired,cache1_default_renewals,cache1_default_misses,cache1_random_evicts,cache1_ID
3,256,PRL,medium,atax,3365102,10,0,4,1109641,10075,156,10075,10075,398,25,0,8
3,256,PRL,medium,bicg,2724142,4,0,4,1269959,10047,104,10047,10047,8,0,0,8
3,256,PRL,medium,cholesky,107626427,10,0,4,31475999,684201,5262,682134,552992,798,602,2067,8
3,256,PRL,medium,correlation,84441047,17,0,4,11754465,11298742,38029,10890744,4769535,486,259,407998,8
3,256,PRL,medium,covariance,84246150,10,0,4,11682650,11274192,37828,10866597,4739262,1,1,407595,8
3,256,PRL,medium,deriche,29070024,18,0,4,3955761,1573855,777604,1484454,913035,13,7,89401,8
3,256,PRL,medium,doitgen,74304237,7,0,4,21603450,356554,9803,296180,127817,2,1,60374,8
3,256,PRL,medium,durbin,1844816,22,0,4,558661,49,0,0,0,20,2,0,8
3,256,PRL,medium,fdtd-2d,205704127,8,0,4,64730965,2077637,898530,2048708,1516203,0,0,28929,8
3,256,PRL,medium,floyd-warshall,1884872646,4,0,4,375087827,7782805,7629502,7781098,6863890,0,0,1707,8
3,256,PRL,medium,gemm,127457413,6,0,4,41682389,645613,2992,644742,565934,0,0,871,8
3,256,PRL,medium,gemver,5935614,10,0,4,1767155,154847,10336,126980,22754,802,52,27867,8
3,256,PRL,medium,gesummv,1066511,4,0,4,493247,7755,50,7755,7755,0,0,0,8
3,256,PRL,medium,gramschmidt,144281270,14,0,4,21517806,18826194,5625225,15259363,12705081,0,0,3566831,8
3,256,PRL,medium,heat-3d,322407516,13,0,4,86183027,2204975,730756,2068561,1157303,0,0,136414,8
3,256,PRL,medium,jacobi-1d,18170795,103,0,4,2627297,3,0,0,0,2,1,0,8
3,256,PRL,medium,jacobi-2d,246462710,9,0,4,72256914,1547887,775339,1536174,1178757,0,0,11713,8
3,256,PRL,medium,lu,214449590,7,0,4,47296200,16783200,43056,12496323,10886350,0,0,4286877,8
3,256,PRL,medium,ludcmp,194877950,14,0,4,26936088,16291712,15909,15190198,12927853,5,3,1101514,8
3,256,PRL,medium,mvt,3207215,4,0,4,825564,135236,304,131783,75341,400,25,3453,8
3,256,PRL,medium,nussinov,337120268,18,0,4,48483396,14763857,14139,14012544,10036259,500,31,751313,8
3,256,PRL,medium,seidel-2d,270759711,8,0,4,63085254,992747,987768,992727,990235,0,0,20,8
3,256,PRL,medium,symm,77519117,7,0,4,22392620,6455382,1763705,6389458,5335399,0,0,65924,8
3,256,PRL,medium,syr2k,104825474,6,0,4,26312259,8449583,10543,8373385,7222712,0,0,76198,8
3,256,PRL,medium,syrk,70025237,4,0,4,20475364,2718478,8921,2657756,2238720,0,0,60722,8
3,256,PRL,medium,trisolv,804399,4,0,4,235753,5247,50,5247,5247,799,25,0,8
3,256,PRL,medium,trmm,48382473,6,0,4,8589940,5834061,3590,5772871,4804165,0,0,61190,8
3,256,SHEL,medium,2mm,155021442,9,0,4,36809216,7422186,9160,6849819,3277831,1,1,572367,8
3,256,SHEL,medium,3mm,229121806,12,0,4,56688237,11823663,15090,10802429,4821301,0,0,1021234,8
3,256,SHEL,medium,adi,279224115,14,0,4,70637399,7969313,5209696,7587006,5523593,508,240,382307,8
3,256,SHEL,medium,correlation,84441092,16,0,4,11692699,11360508,39528,10725219,2810399,247,5,635289,8
3,256,SHEL,medium,covariance,84246182,11,0,4,11603789,11353053,39406,10736269,2874010,1,1,616784,8
3,256,SHEL,medium,deriche,29070094,18,0,4,4036820,1492800,777504,1482836,1017867,17,10,9964,8
3,256,SHEL,medium,fdtd-2d,205772725,14,0,4,64805408,2068004,898606,2062881,1459536,508,103,5123,8
3,256,SHEL,medium,gemver,5935259,9,0,4,1776931,145071,10218,143168,105732,402,2,1903,8
3,256,SHEL,medium,heat-3d,322399507,14,0,4,85715203,2083899,729875,2050028,900112,100,100,33871,8
3,256,SHEL,medium,jacobi-2d,246464910,9,0,4,72264341,1540460,775128,1537674,1173491,0,0,2786,8
3,256,SHEL,medium,lu,214459194,11,0,4,52419691,11659709,32436,8746830,3993729,0,0,2912879,8
3,256,SHEL,medium,ludcmp,194887570,14,0,4,31574185,11654413,24479,8777041,4009032,1201,863,2877372,8
3,256,SHEL,medium,mvt,3207235,6,0,4,823897,136903,381,129030,34585,400,25,7873,8
3,512,CLAM,medium,2mm,155021421,8,0,4,32820864,11410538,45192,6134744,5967900,1,1,5275794,8
3,512,CLAM,medium,3mm,229121775,10,0,4,49727624,18784276,76291,9835393,8773307,0,0,8948883,8
3,512,CLAM,medium,adi,279220724,15,0,4,69613937,8992075,5218266,5841907,3457834,8,2,3150168,8
3,512,CLAM,medium,atax,3365102,10,0,4,1109665,10051,130,10051,10051,8,0,0,8
3,512,CLAM,medium,bicg,2724142,4,0,4,1269958,10048,105,10048,10048,8,0,0,8
3,512,CLAM,medium,cholesky,107626427,10,0,4,31477322,682878,5284,675575,425188,399,0,7303,8
3,512,CLAM,medium,correlation,84441047,17,0,4,11609115,11444092,40774,10670468,2425033,486,244,773624,8
3,512,CLAM,medium,covariance,84246150,10,0,4,11580262,11376580,40010,10693508,2796173,1,1,683072,8
3,512,CLAM,medium,deriche,29070024,18,0,4,3931594,1598022,777603,1097678,906950,13,7,500344,8
3,512,CLAM,medium,doitgen,74304237,7,0,4,21593479,366525,10304,288219,101650,2,1,78306,8
3,512,CLAM,medium,durbin,1844816,22,0,4,558661,49,0,0,0,419,2,0,8
3,512,CLAM,medium,fdtd-2d,205704127,8,0,4,64730553,2078049,898533,2046249,1472492,0,0,31800,8
3,512,CLAM,medium,floyd-warshall,1884889107,4,0,4,375097165,7789928,7643413,7766240,5138273,0,0,23688,8
3,512,CLAM,medium,gemm,127457413,6,0,4,41681577,646425,3292,642456,335164,0,0,3969,8
3,512,CLAM,medium,gemver,5935614,10,0,4,1735248,186754,11447,20403,20124,802,52,166351,8
3,512,CLAM,medium,gesummv,1066511,4,0,4,493201,7801,81,7801,7801,500,16,0,8
3,512,CLAM,medium,gramschmidt,144281270,14,0,4,21502321,18841679,5800252,15085817,12548459,0,0,3755862,8
3,512,CLAM,medium,heat-3d,322407516,13,0,4,85884636,2503366,732722,2017411,1275084,0,0,485955,8
3,512,CLAM,medium,jacobi-1d,18170795,103,0,4,2627297,3,0,0,0,398,2,0,8
3,512,CLAM,medium,jacobi-2d,246462710,9,0,4,72255502,1549299,775357,1533555,1117441,0,0,15744,8
3,512,CLAM,medium,lu,214449590,7,0,4,48150447,15928953,60722,9341199,9279562,399,0,6587754,8
3,512,CLAM,medium,ludcmp,194877950,14,0,4,27536877,15690923,34298,9142644,9080242,1601,1170,6548279,8
3,512,CLAM,medium,mvt,3207215,4,0,4,796171,164629,1165,74503,10338,400,25,90126,8
3,512,CLAM,medium,nussinov,337120268,18,0,4,48861610,14385643,25544,12177671,6179636,500,31,2207972,8
3,512,CLAM,medium,seidel-2d,270759711,8,0,4,63085394,992607,990018,992607,990509,0,0,0,8
3,512,CLAM,medium,symm,77519117,7,0,4,22488712,6359290,1571529,5401928,2181139,0,0,957362,8
3,512,CLAM,medium,syr2k,104825474,6,0,4,26453596,8308246,82217,7371018,3221144,0,0,937228,8
3,512,CLAM,medium,syrk,70025237,4,0,4,20646277,2547565,85966,1557335,568338,0,0,990230,8
3,512,CLAM,medium,trisolv,804399,4,0,4,234700,6300,47,6300,6300,799,25,0,8
3,512,CLAM,medium,trmm,48382473,6,0,4,8535846,5888155,11064,4870396,1896624,0,0,1017759,8
3,512,C-SHEL,medium,2mm,155021442,9,0,4,36785872,7445530,9794,6788992,2967280,1,1,656538,8
3,512,C-SHEL,medium,3mm,229121806,12,0,4,56695220,11816680,14796,10820221,4922453,0,0,996459,8
3,512,C-SHEL,medium,adi,279224115,14,0,4,69548210,9058502,5185449,9038721,8881633,608,215,19781,8
3,512,C-SHEL,medium,correlation,84441092,16,0,4,11699897,11353310,39364,10732518,2882286,486,244,620792,8
3,512,C-SHEL,medium,covariance,84246182,11,0,4,11579406,11377436,39896,10698955,2599339,1,1,678481,8
3,512,C-SHEL,medium,deriche,29070094,18,0,4,4035852,1493768,725856,1481472,953834,17,9,12296,8
3,512,C-SHEL,medium,fdtd-2d,205772725,14,0,4,64790906,2082506,898649,2070222,1596271,808,103,12284,8
3,512,C-SHEL,medium,gemver,5935259,9,0,4,1752121,169881,10172,169665,163171,802,52,216,8
3,512,C-SHEL,medium,heat-3d,322399507,14,0,4,85713518,2085584,729866,2053599,1000957,100,100,31985,8
3,512,C-SHEL,medium,jacobi-2d,246464910,9,0,4,72255951,1548850,775340,1534182,1132849,0,0,14668,8
3,512,C-SHEL,medium,lu,214459194,11,0,4,52413001,11666399,32661,8731704,3975889,399,1,2934695,8
3,512,C-SHEL,medium,ludcmp,194887570,14,0,4,31568328,11660270,24477,8746621,3983618,803,801,2913649,8
3,512,C-SHEL,medium,mvt,3207235,6,0,4,797111,163689,432,163525,156131,400,25,164,8
3,512,PRL,medium,2mm,155021421,8,0,4,33437498,10793904,7789,10399285,8319573,1,1,394619,8
3,512,PRL,medium,3mm,229121775,10,0,4,49231502,19280398,9339,18985821,17231426,0,0,294577,8
3,512,PRL,medium,adi,279220724,15,0,4,69699760,8906252,5240609,5952031,3780252,8,2,2954221,8
3,512,PRL,medium,atax,3365102,10,0,4,1109665,10051,130,10051,10051,8,0,0,8
3,512,PRL,medium,bicg,2724142,4,0,4,1269959,10047,104,10047,10047,8,0,0,8
3,512,PRL,medium,cholesky,107626427,10,0,4,31476935,683265,5258,681958,670654,399,0,1307,8
3,512,PRL,medium,correlation,84441047,17,0,4,11727893,11325314,38486,10839641,4055004,486,244,485673,8
3,512,PRL,medium,covariance,84246150,10,0,4,11682650,11274192,37828,10866597,4739262,1,1,407595,8
3,512,PRL,medium,deriche,29070024,18,0,4,3953631,1575985,777606,1476883,911853,13,7,99102,8
3,512,PRL,medium,doitgen,74304237,7,0,4,21614989,345015,9012,306053,164307,2,1,38962,8
3,512,PRL,medium,durbin,1844816,22,0,4,558661,49,0,0,0,419,2,0,8
3,512,PRL,medium,fdtd-2d,205704127,8,0,4,64731210,2077392,898536,2050484,1551062,0,0,26908,8
3,512,PRL,medium,floyd-warshall,1884880651,4,0,4,375093294,7785343,7635966,7776435,5788157,0,0,8908,8
3,512,PRL,medium,gemm,127457413,6,0,4,41682047,645955,3145,643624,453700,0,0,2331,8
3,512,PRL,medium,gemver,5935614,10,0,4,1763573,158429,10427,120716,22118,802,52,37713,8
3,512,PRL,medium,gesummv,1066511,4,0,4,493231,7771,66,7771,7771,500,16,0,8
3,512,PRL,medium,gramschmidt,144281270,14,0,4,21532197,18811803,5799946,15213512,12663655,0,0,3598291,8
3,512,PRL,medium,heat-3d,322407516,13,0,4,85859349,2528653,732628,2043992,1303314,0,0,484661,8
3,512,PRL,medium,jacobi-1d,18170795,103,0,4,2627297,3,0,0,0,398,2,0,8
3,512,PRL,medium,jacobi-2d,246462710,9,0,4,72256199,1548602,775349,1534833,1142150,0,0,13769,8
3,512,PRL,medium,lu,214449590,7,0,4,47797581,16281819,17859,15274470,13048614,399,0,1007349,8
3,512,PRL,medium,ludcmp,194877950,14,0,4,26937538,16290262,16310,15160767,12871941,1601,1162,1129495,8
3,512,PRL,medium,mvt,3207215,4,0,4,826064,134736,266,133057,99552,400,25,1679,8
3,512,PRL,medium,nussinov,337120268,18,0,4,48496514,14750739,14290,13974082,9941154,500,31,776657,8
3,512,PRL,medium,seidel-2d,270759711,8,0,4,63085700,992301,988994,992301,992301,0,0,0,8
3,512,PRL,medium,symm,77519117,7,0,4,22497978,6350024,1663078,6286426,5268694,0,0,63598,8
3,512,PRL,medium,syr2k,104825474,6,0,4,26275610,8486232,14432,8374495,6739579,0,0,111737,8
3,512,PRL,medium,syrk,70025237,4,0,4,20471984,2721858,9802,2659988,2240922,0,0,61870,8
3,512,PRL,medium,trisolv,804399,4,0,4,234700,6300,47,6300,6300,799,25,0,8
3,512,PRL,medium,trmm,48382473,6,0,4,8540399,5883602,3535,5827611,4924619,0,0,55991,8
3,512,SHEL,medium,2mm,155021442,9,0,4,36785872,7445530,9794,6788992,2967280,1,1,656538,8
3,512,SHEL,medium,3mm,229121806,12,0,4,56695220,11816680,14796,10820221,4922453,0,0,996459,8
3,512,SHEL,medium,adi,279224115,14,0,4,70651235,7955477,5208969,7631698,5720084,608,250,323779,8
3,512,SHEL,medium,correlation,84441092,16,0,4,11690877,11362330,39696,10720472,2775924,486,244,641858,8
3,512,SHEL,medium,covariance,84246182,11,0,4,11579787,11377055,39923,10698830,2591809,1,1,678225,8
3,512,SHEL,medium,deriche,29070094,18,0,4,4036155,1493465,725457,1480698,904791,17,9,12767,8
3,512,SHEL,medium,fdtd-2d,205772725,14,0,4,64804935,2068477,898615,2062530,1371735,808,103,5947,8
3,512,SHEL,medium,gemver,5935259,9,0,4,1774157,147845,10284,137197,31376,802,51,10648,8
3,512,SHEL,medium,heat-3d,322399507,14,0,4,85713429,2085673,729876,2053134,988362,100,100,32539,8
3,512,SHEL,medium,jacobi-2d,246464910,9,0,4,72263418,1541383,775215,1537795,1190258,0,0,3588,8
3,512,SHEL,medium,lu,214459194,11,0,4,52416429,11662971,32827,8728774,3975574,399,1,2934197,8
3,512,SHEL,medium,ludcmp,194887570,14,0,4,31569391,11659207,24318,8765740,3992185,803,801,2893467,8
3,512,SHEL,medium,mvt,3207235,6,0,4,822919,137881,375,127213,25041,400,25,10668,8
3,1024,CLAM,medium,2mm,155021421,8,0,4,32909062,11322340,45195,6046546,5879640,1,1,5275794,8
3,1024,CLAM,medium,3mm,229121775,10,0,4,49696562,18815338,76887,9779264,8773428,0,0,9036074,8
3,1024,CLAM,medium,adi,279220724,15,0,4,69764551,8841461,5224800,6083391,3819679,8,2,2758070,8
3,1024,CLAM,medium,atax,3365102,10,0,4,1109639,10077,156,10077,10077,398,25,0,8
3,1024,CLAM,medium,bicg,2724142,4,0,4,1269934,10072,128,10072,10072,418,26,0,8
3,1024,CLAM,medium,cholesky,107626427,10,0,4,31477027,683173,5287,677265,368716,798,24,5908,8
3,1024,CLAM,medium,correlation,84441047,17,0,4,11600521,11452686,40949,10656937,2359958,1206,259,795749,8
3,1024,CLAM,medium,covariance,84246150,10,0,4,11563786,11393056,40291,10666505,2575030,241,1,726551,8
3,1024,CLAM,medium,deriche,29070024,18,0,4,3931594,1598022,777606,1123366,906945,13,7,474656,8
3,1024,CLAM,medium,doitgen,74304237,7,0,4,21609567,350437,11061,303784,153117,2,1,46653,8
3,1024,CLAM,medium,durbin,1844816,22,0,4,558661,49,0,0,0,817,2,0,8
3,1024,CLAM,medium,fdtd-2d,205704127,8,0,4,64729781,2078821,898533,2041341,1424648,0,0,37480,8
3,1024,CLAM,medium,floyd-warshall,1884891946,4,0,4,375118143,7771789,7640392,7762397,5367979,0,0,9392,8
3,1024,CLAM,medium,gemm,127457413,6,0,4,41681957,646045,3240,643821,475466,0,0,2224,8
3,1024,CLAM,medium,gemver,5935614,10,0,4,1723725,198277,11976,32188,31417,2002,731,166089,8
3,1024,CLAM,medium,gesummv,1066511,4,0,4,493224,7778,73,7778,7778,500,16,0,8
3,1024,CLAM,medium,gramschmidt,144281270,14,0,4,21514245,18829755,5628328,15232799,12680263,240,240,3596956,8
3,1024,CLAM,medium,heat-3d,322407516,13,0,4,86131987,2256015,731532,2000789,1117249,0,0,255226,8
3,1024,CLAM,medium,jacobi-1d,18170795,103,0,4,2627297,3,0,0,0,399,2,0,8
3,1024,CLAM,medium,jacobi-2d,246462710,9,0,4,72255502,1549299,775357,1533555,1117441,0,0,15744,8
3,1024,CLAM,medium,lu,214449590,7,0,4,48200786,15878614,60941,9290256,9227201,399,0,6588358,8
3,1024,CLAM,medium,ludcmp,194877950,14,0,4,27383224,15844576,34446,9250997,9175558,1601,1180,6593579,8
3,1024,CLAM,medium,mvt,3207215,4,0,4,796854,163946,886,75432,10418,0,0,88514,8
3,1024,CLAM,medium,nussinov,337120268,18,0,4,48864071,14383182,26143,12065531,6040275,500,31,2317651,8
3,1024,CLAM,medium,seidel-2d,270759711,8,0,4,63085151,992850,987827,992730,977840,0,0,120,8
3,1024,CLAM,medium,symm,77519117,7,0,4,22498590,6349412,1567501,5447802,2263726,0,0,901610,8
3,1024,CLAM,medium,syr2k,104825474,6,0,4,26453735,8308107,82891,7382654,3241749,0,0,925453,8
3,1024,CLAM,medium,syrk,70025237,4,0,4,20661136,2532706,76979,1663599,647621,0,0,869107,8
3,1024,CLAM,medium,trisolv,804399,4,0,4,234632,6368,103,6368,6368,799,25,0,8
3,1024,CLAM,medium,trmm,48382473,6,0,4,8545649,5878352,10782,4896576,1943133,0,0,981776,8
3,1024,C-SHEL,medium,2mm,155021442,9,0,4,36772724,7458678,10234,6743795,2764079,1,1,714883,8
3,1024,C-SHEL,medium,3mm,229121806,12,0,4,56662175,11849725,15708,10756901,4580176,0,0,1092824,8
3,1024,C-SHEL,medium,adi,279224115,14,0,4,69569816,9036896,5167223,9016116,8850206,608,402,20780,8
3,1024,C-SHEL,medium,correlation,84441092,16,0,4,11677477,11375730,39810,10708576,2647891,1206,259,667154,8
3,1024,C-SHEL,medium,covariance,84246182,11,0,4,11604237,11352605,39443,10735422,2907838,241,1,617183,8
3,1024,C-SHEL,medium,deriche,29070094,18,0,4,3986671,1542949,775280,1531799,1048158,17,9,11150,8
3,1024,C-SHEL,medium,fdtd-2d,205772725,14,0,4,64797365,2076047,898623,2063242,1722776,908,103,12805,8
3,1024,C-SHEL,medium,gemver,5935259,9,0,4,1755570,166432,10625,166356,162156,2002,731,76,8
3,1024,C-SHEL,medium,heat-3d,322399507,14,0,4,85708033,2091069,729886,2049989,993398,100,100,41080,8
3,1024,C-SHEL,medium,jacobi-2d,246464910,9,0,4,72260689,1544112,775165,1543326,1469458,0,0,786,8
3,1024,C-SHEL,medium,lu,214459194,11,0,4,52407787,11671613,33282,8703502,3938782,399,1,2968111,8
3,1024,C-SHEL,medium,ludcmp,194887570,14,0,4,31565015,11663583,25385,8665173,3869691,2000,1987,2998410,8
3,1024,C-SHEL,medium,mvt,3207235,6,0,4,795189,165611,176,165504,154542,0,0,107,8
3,1024,PRL,medium,2mm,155021421,8,0,4,33443959,10787443,7608,10411248,8369286,1,1,376195,8
3,1024,PRL,medium,3mm,229121775,10,0,4,49205687,19306213,10213,18908831,16873678,0,0,397382,8
3,1024,PRL,medium,adi,279220724,15,0,4,69823940,8782072,5221888,6182741,3861763,8,2,2599331,8
3,1024,PRL,medium,atax,3365102,10,0,4,1109639,10077,156,10077,10077,398,25,0,8
3,1024,PRL,medium,bicg,2724142,4,0,4,1269934,10072,128,10072,10072,418,26,0,8
3,1024,PRL,medium,cholesky,107626427,10,0,4,31473860,686340,5247,686180,673063,798,24,160,8
3,1024,PRL,medium,correlation,84441047,17,0,4,11736572,11316635,38781,10799221,4122628,1206,259,517414,8
3,1024,PRL,medium,covariance,84246150,10,0,4,11665249,11291593,38281,10827717,4173492,241,1,463876,8
3,1024,PRL,medium,deriche,29070024,18,0,4,3954266,1575350,754928,1479241,912598,13,7,96109,8
3,1024,PRL,medium,doitgen,74304237,7,0,4,21630048,329956,9774,325662,293992,2,1,4294,8
3,1024,PRL,medium,durbin,1844816,22,0,4,558661,49,0,0,0,817,2,0,8
3,1024,PRL,medium,fdtd-2d,205704127,8,0,4,64730388,2078214,898533,2045710,1460807,0,0,32504,8
3,1024,PRL,medium,floyd-warshall,1884885513,4,0,4,375113415,7770084,7635000,7765769,6370290,0,0,4315,8
3,1024,PRL,medium,gemm,127457413,6,0,4,41681957,646045,3240,643821,475466,0,0,2224,8
3,1024,PRL,medium,gemver,5935614,10,0,4,1774547,147455,10575,139375,43886,2002,708,8080,8
3,1024,PRL,medium,gesummv,1066511,4,0,4,493231,7771,66,7771,7771,500,16,0,8
3,1024,PRL,medium,gramschmidt,144281270,14,0,4,21536768,18807232,5610908,15338550,12779886,240,240,3468682,8
3,1024,PRL,medium,heat-3d,322407516,13,0,4,86223969,2164033,730107,2116642,1356890,0,0,47391,8
3,1024,PRL,medium,jacobi-1d,18170795,103,0,4,2627297,3,0,0,0,399,2,0,8
3,1024,PRL,medium,jacobi-2d,246462710,9,0,4,72256542,1548259,775350,1535456,1160696,0,0,12803,8
3,1024,PRL,medium,lu,214449590,7,0,4,47798314,16281086,18592,15192054,12928434,399,0,1089032,8
3,1024,PRL,medium,ludcmp,194877950,14,0,4,26410136,16817664,28226,12330573,10854150,1601,1002,4487091,8
3,1024,PRL,medium,mvt,3207215,4,0,4,826241,134559,188,133091,100447,0,0,1468,8
3,1024,PRL,medium,nussinov,337120268,18,0,4,48420173,14827080,15024,13983200,9520367,500,31,843880,8
3,1024,PRL,medium,seidel-2d,270759711,8,0,4,63085302,992699,988183,992699,992699,0,0,0,8
3,1024,PRL,medium,symm,77519117,7,0,4,22402923,6445079,1761313,6411300,5724204,0,0,33779,8
3,1024,PRL,medium,syr2k,104825474,6,0,4,26278872,8482970,10469,8423901,7480353,0,0,59069,8
3,1024,PRL,medium,syrk,70025237,4,0,4,20390476,2803366,5509,2775912,2526402,0,0,27454,8
3,1024,PRL,medium,trisolv,804399,4,0,4,234632,6368,103,6368,6368,799,25,0,8
3,1024,PRL,medium,trmm,48382473,6,0,4,8450631,5973370,3252,5954805,5514128,0,0,18565,8
3,1024,SHEL,medium,2mm,155021442,9,0,4,36772724,7458678,10234,6743795,2764079,1,1,714883,8
3,1024,SHEL,medium,3mm,229121806,12,0,4,56670610,11841290,15403,10768778,4621705,0,0,1072512,8
3,1024,SHEL,medium,adi,279224115,14,0,4,70635978,7970734,5193195,7585577,5504615,608,400,385157,8
3,1024,SHEL,medium,correlation,84441092,16,0,4,11677477,11375730,39810,10708576,2647891,1206,259,667154,8
3,1024,SHEL,medium,covariance,84246182,11,0,4,11586185,11370657,39776,10711344,2707485,241,1,659313,8
3,1024,SHEL,medium,deriche,29070094,18,0,4,4034443,1495177,777528,1478786,825373,17,9,16391,8
3,1024,SHEL,medium,fdtd-2d,205772725,14,0,4,64804821,2068591,898622,2061137,1074236,908,103,7454,8
3,1024,SHEL,medium,gemver,5935259,9,0,4,1776476,145526,10563,144754,126930,2002,695,772,8
3,1024,SHEL,medium,heat-3d,322399507,14,0,4,85707316,2091786,729892,2049831,1009124,100,100,41955,8
3,1024,SHEL,medium,jacobi-2d,246464910,9,0,4,72263448,1541353,775158,1537037,1070704,0,0,4316,8
3,1024,SHEL,medium,lu,214459194,11,0,4,52408161,11671239,33061,8719216,3948626,399,1,2952023,8
3,1024,SHEL,medium,ludcmp,194887570,14,0,4,31563034,11665564,25251,8702148,3919757,2000,1987,2963416,8
3,1024,SHEL,medium,mvt,3207235,6,0,4,821547,139253,276,125011,20004,0,0,14242,8
4,64,CLAM,medium,2mm,155021421,8,0,4,32807336,11424066,45135,6148272,5981473,1,1,5275794,8
4,64,CLAM,medium,3mm,229121775,10,0,4,49781139,18730761,75312,9941088,8779747,0,0,8789673,8
4,64,CLAM,medium,adi,279220724,15,0,4,69658986,8947026,5230173,5896867,3638929,8,2,3050159,8
4,64,CLAM,medium,atax,3365102,10,0,4,1109667,10049,130,10049,10049,8,0,0,8
4,64,CLAM,medium,bicg,2724142,4,0,4,1269959,10047,104,10047,10047,5,0,0,8
4,64,CLAM,medium,cholesky,107626427,10,0,4,31477602,682598,5297,677194,330085,0,0,5404,8
4,64,CLAM,medium,correlation,84441047,17,0,4,11627727,11425480,40244,10696592,2594524,247,5,728888,8
4,64,CLAM,medium,covariance,84246150,10,0,4,11563786,11393056,40291,10666505,2575030,241,1,726551,8
4,64,CLAM,medium,deriche,29070024,18,0,4,3931604,1598012,777596,1111192,906939,13,7,486820,8
4,64,CLAM,medium,doitgen,74304237,7,0,4,21607613,352391,9511,299674,141405,2,1,52717,8
4,64,CLAM,medium,durbin,1844816,22,0,4,558661,49,0,0,0,20,2,0,8
4,64,CLAM,medium,fdtd-2d,205704127,8,0,4,64730443,2078159,898532,2045765,1474317,0,0,32394,8
4,64,CLAM,medium,floyd-warshall,1884912608,4,0,4,375124337,7786257,7660688,7766708,7694701,0,0,19549,8
4,64,CLAM,medium,gemm,127457413,6,0,4,41682047,645955,3145,643624,453700,0,0,2331,8
4,64,CLAM,medium,gemver,5935614,10,0,4,1728105,193897,11422,27611,27219,2,2,166286,8
4,64,CLAM,medium,gesummv,1066511,4,0,4,493245,7757,52,7757,7757,0,0,0,8
4,64,CLAM,medium,gramschmidt,144281270,14,0,4,21507089,18836911,5800800,15111609,12571991,0,0,3725302,8
4,64,CLAM,medium,heat-3d,322407516,13,0,4,86155194,2232808,731245,2031429,1136557,0,0,201379,8
4,64,CLAM,medium,jacobi-1d,18170795,103,0,4,2627297,3,0,0,0,3,1,0,8
4,64,CLAM,medium,jacobi-2d,246462710,9,0,4,72255900,1548901,775342,1534242,1133901,0,0,14659,8
4,64,CLAM,medium,lu,214449590,7,0,4,48065018,16014382,60744,9424857,9364023,0,0,6589525,8
4,64,CLAM,medium,ludcmp,194877950,14,0,4,27774029,15453771,34072,8904450,8841065,5,3,6549321,8
4,64,CLAM,medium,mvt,3207215,4,0,4,802136,158664,721,92239,10743,0,0,66425,8
4,64,CLAM,medium,nussinov,337120268,18,0,4,48861506,14385747,25159,12212233,6236298,1,0,2173514,8
4,64,CLAM,medium,seidel-2d,270759711,8,0,4,63083828,994173,990293,991677,531060,0,0,2496,8
4,64,CLAM,medium,symm,77519117,7,0,4,22491372,6356630,1569804,5426589,2219876,0,0,930041,8
4,64,CLAM,medium,syr2k,104825474,6,0,4,26448769,8313073,84211,7340087,3136193,0,0,972986,8
4,64,CLAM,medium,syrk,70025237,4,0,4,20659494,2534348,77374,1654871,641140,0,0,879477,8
4,64,CLAM,medium,trisolv,804399,4,0,4,235798,5202,50,5202,5202,1,1,0,8
4,64,CLAM,medium,trmm,48382473,6,0,4,8545649,5878352,10782,4896576,1943133,0,0,981776,8
4,64,C-SHEL,medium,2mm,155021442,9,0,4,36784073,7447329,9675,6801551,3028777,1,1,645778,8
4,64,C-SHEL,medium,3mm,229121806,12,0,4,56705681,11806219,14568,10850411,5056655,0,0,955808,8
4,64,C-SHEL,medium,adi,279224115,14,0,4,69695483,8911229,5165900,8889798,8793171,308,103,21431,8
4,64,C-SHEL,medium,correlation,84441092,16,0,4,11709180,11344027,39277,10750843,3037660,246,4,593184,8
4,64,C-SHEL,medium,covariance,84246182,11,0,4,11596078,11360764,39609,10724862,2805970,241,1,635902,8
4,64,C-SHEL,medium,deriche,29070094,18,0,4,4036987,1492633,777452,1483272,1055429,17,9,9361,8
4,64,C-SHEL,medium,fdtd-2d,205772725,14,0,4,64799620,2073792,898476,2071352,1810527,408,3,2440,8
4,64,C-SHEL,medium,gemver,5935259,9,0,4,1754491,167511,10168,167321,161517,2,2,190,8
4,64,C-SHEL,medium,heat-3d,322399507,14,0,4,85709241,2089861,729902,2036661,671289,100,100,53200,8
4,64,C-SHEL,medium,jacobi-2d,246464910,9,0,4,72258786,1546015,775283,1539823,1222277,0,0,6192,8
4,64,C-SHEL,medium,lu,214459194,11,0,4,52412431,11666969,32285,8761666,4005870,0,0,2905303,8
4,64,C-SHEL,medium,ludcmp,194887570,14,0,4,31565355,11663243,24579,8749344,3977403,5,3,2913899,8
4,64,C-SHEL,medium,mvt,3207235,6,0,4,792957,167843,175,167665,161538,0,0,178,8
4,64,PRL,medium,2mm,155021421,8,0,4,33448540,10782862,7480,10424592,8421504,1,1,358270,8
4,64,PRL,medium,3mm,229121775,10,0,4,49254372,19257528,8934,19027138,17503993,0,0,230390,8
